MLSNumber,MLS,FullAddress,City,StateOrProvince,PostalCode
6661,Apples,10099 Palazzo DR ,Apples,FL,34119
6662,Apples,500 Wyndemere WAY E-103,Apples,FL,34105
6663,Apples,1300 Gulf Shore BLVD N 610,Apples,FL,34102
6664,Apples,1520 Imperial Golf Course BLVD 215,Apples,FL,34110
6665,Apples,13029 Pembroke DR ,Apples,FL,34105
6666,Apples,720 Waterford DR 202,Apples,FL,34113
6667,Apples,13013 Pembroke DR ,Apples,FL,34105
6668,Apples,541 Hammock CT ,MARCO ISLAND,FL,34145
6669,Apples,5706 Lago Villaggio WAY ,Apples,FL,34104
6670,Apples,11 San Remo CIR ,Apples,FL,34112
6671,Apples,12985 Pembroke DR ,Apples,FL,34105
6672,Apples,5951 Bermuda LN ,Apples,FL,34119
6673,Apples,3460 Key DR 101,NORTH FORT MYERS,FL,33903
6674,Apples,13025 Pembroke DR ,Apples,FL,34105
6675,Apples,1697 San Marco RD ,MARCO ISLAND,FL,34145
6676,Apples,549 Bay Villas LN 99,Apples,FL,34108
6677,Apples,9059 Breakwater DR ,Apples,FL,34120
6678,Apples,205 Barefoot Beach BLVD ,BONITA SPRINGS,FL,34134
6679,Apples,4101 Gulf Shore BLVD N 20S,Apples,FL,34103
6680,Apples,109 Queen Palm DR 109,Apples,FL,34114
6681,Apples,7651 JACARANDA LN ,Apples,FL,34114
6682,Apples,4430 Botanical Place CIR 202,Apples,FL,34112
6683,Apples,174 Collier BLVD 1104,MARCO ISLAND,FL,34145
6684,Apples,223 Audubon BLVD ,Apples,FL,34110
6685,Apples,9250 Highland Woods BLVD 2304,BONITA SPRINGS,FL,34135
6686,Apples,8700 Purslane DR ,Apples,FL,34109
6687,Apples,2201 Snook DR ,Apples,FL,34102
6688,Apples,15960 Prentiss Pointe CIR 101,FORT MYERS,FL,33908
6689,Apples,3930 Deer Crossing CT 106,Apples,FL,34114
6690,Apples,8065 Tiger CV 1604,Apples,FL,34113
6691,Apples,304 Neapolitan WAY ,Apples,FL,34103
6692,Apples,171 Forest Lakes BLVD 171,Apples,FL,34105
6693,Apples,27592 Woodridge RD ,BONITA SPRINGS,FL,34134
6694,Apples,5689 Heron LN W 407,Apples,FL,34110
6695,Apples,188 Lake Point LN 7-B,Apples,FL,34112
6696,Apples,3305 5th AVE NW ,Apples,FL,34120
6697,Apples,770 21st ST SW ,Apples,FL,34117-3214
6698,Apples,9003 Saint Lucia DR ,Apples,FL,34114
6699,Apples,1109 1st PL ,CAPE CORAL,FL,33993
6700,Apples,1421 10th ST ,CAPE CORAL,FL,33909
6701,Apples,1511 10th TER ,CAPE CORAL,FL,33909
6702,Apples,2269 Royal LN ,Apples,FL,34112
6703,Apples,1006 10th ST ,CAPE CORAL,FL,33909
6704,Apples,3216 Tavolara LN ,Apples,FL,34114
6705,Apples,3939 Brynwood DR ,Apples,FL,34119
6706,Apples,15543 Monterosso LN 101,Apples,FL,34110
6707,Apples,470 Wedge DR ,Apples,FL,34103
6708,Apples,1726 Dogwood DR ,MARCO ISLAND,FL,34145
6709,Apples,15851 Prentiss Pointe CIR 201,FORT MYERS,FL,33908
6710,Apples,3000 Royal Marco WAY 415,MARCO ISLAND,FL,34145
6711,Apples,868 5th AVE S 2-A & 2-B,Apples,FL,34102
6712,Apples,4704 Lakewood BLVD ,Apples,FL,34112
6713,Apples,4021 Trinidad WAY ,Apples,FL,34119
6714,Apples,8774 Saint Lucia DR ,Apples,FL,34114
6715,Apples,355 Park Shore DR 1-134,Apples,FL,34103
6716,Apples,15863 Willoughby LN ,FORT MYERS,FL,33905
6717,Apples,585 Wedgewood WAY ,Apples,FL,34119
6718,Apples,23021 Rosedale DR 202,ESTERO,FL,34135
6719,Apples,20318 Sherrill LN ,ESTERO,FL,33928
6720,Apples,7711 Cottesmore DR ,Apples,FL,34113
6721,Apples,1034 Silver Lakes BLVD W ,Apples,FL,34114
6722,Apples,507 Club Side DR 1-507,Apples,FL,34110
6723,Apples,1130 3rd AVE S 205,Apples,FL,34102
6724,Apples,257 Barefoot Beach BLVD PH03,BONITA SPRINGS,FL,34134
6725,Apples,2180 Sandpiper ST ,Apples,FL,34102
6726,Apples,5233 Berkeley DR ,Apples,FL,34112
6727,Apples,5908 Cranbrook WAY ,Apples,FL,34112
6728,Apples,5693 Heron LN 507,Apples,FL,34110
6729,Apples,4620 Hawks Nest DR G-103,Apples,Fl,34114
6730,Apples,201 24th PL ,CAPE CORAL,FL,33991
6731,Apples,919 11th ST ,CAPE CORAL,FL,33909
6732,Apples,1006 13th PL ,CAPE CORAL,FL,33909
6733,Apples,2634 4th LN ,CAPE CORAL,FL,33914
6734,Apples,848 Collier CT 402,MARCO ISLAND,FL,34145
6735,Apples,4021 Gulf Shore BLVD N 205,Apples,FL,34103
6736,Apples,903 10th TER ,CAPE CORAL,FL,33909
6737,Apples,1024 Tivoli LN ,Apples,FL,34104
6738,Apples,3253 Cullowee LN ,Apples,FL,34114
6739,Apples,8761 Cedar Hammock BLVD 8761,Apples,FL,34112
6740,Apples,3355 Seagrape AVE ,Apples,FL,34104
6741,Apples,6919 Greentree DR ,Apples,FL,34108
6742,Apples,3945 Deer Crossing CT 206,Apples,FL,34114
6743,Apples,1115 Central AVE 556,Apples,FL,34102
6744,Apples,549 Eagle Creek DR ,Apples,FL,34113
6745,Apples,1070 Woodshire LN E103,Apples,FL,34105
6746,Apples,3406 37th ST SW ,LEHIGH ACRES,FL,33976
6747,Apples,27061 Lake Harbor CT 103,BONITA SPRINGS,FL,34134
6748,Apples,1310 Charleston Square DR 101,Apples,FL,34110
6749,Apples,746 EAGLE CREEK DR 102,Apples,FL,34113
6750,Apples,3701 Pino Vista WAY ,ESTERO,FL,33928
6751,Apples,8827 Cascade Price CIR ,NORTH FORT MYERS,FL,33917
6752,Apples,6553 Caldecott DR ,Apples,FL,34113
6753,Apples,4409 Tamarind WAY ,Apples,FL,34119
6754,Apples,4401 Gulf Shore BLVD N B-302,Apples,FL,34103
6755,Apples,1130 3rd AVE S 211,Apples,FL,34102
6756,Apples,1759 Ribbon Fan LN ,Apples,FL,34119
6757,Apples,788 Park Shore DR F14,Apples,FL,34103
6758,Apples,7515 Pelican Bay BLVD 16A,Apples,FL,34108
6759,Apples,401 Courtside DR D-101,Apples,FL,34105
6760,Apples,1442 Galleon DR ,Apples,FL,34102
6761,Apples,129 Wading Bird CIR D-106,Apples,FL,34110
6762,Apples,18030 Bluewater DR ,Apples,FL,34114
6763,Apples,3605 Boca Ciega DR 212,Apples,FL,34112
6764,Apples,12965 Positano CIR 307,Apples,FL,34105
6765,Apples,13037 Pembroke DR ,Apples,FL,34105
6766,Apples,12857 Pastures WAY ,FORT MYERS,FL,33913
6767,Apples,12964 Pembroke DR ,Apples,FL,34105
6768,Apples,13038 Pembroke DR ,Apples,FL,34105
6769,Apples,13030 Pembroke DR ,Apples,FL,34105
6770,Apples,6156 Antigua WAY ,Apples,FL,34113
6771,Apples,4401 Pond Apple DR S ,Apples,FL,34119
6772,Apples,621 Orchid DR ,Apples,FL,34102
6773,Apples,605 105th AVE N ,Apples,FL,34108
6774,Apples,2488 Breakwater WAY 13-101,Apples,FL,34112
6775,Apples,960 Cape Marco DR 802,MARCO ISLAND,FL,34145
6776,Apples,175 Palm DR D,Apples,FL,34112
6777,Apples,1115 Central AVE 348,Apples,FL,34102
6778,Apples,1115 Central AVE 547,Apples,FL,34102
6779,Apples,1115 Central AVE 440,Apples,FL,34102
6780,Apples,571 Eagle Creek DR ,Apples,FL,34113
6781,Apples,9261 Indigo Isle CT 102,ESTERO,FL,34135
6782,Apples,25130 Sandpiper Greens CT 206,BONITA SPRINGS,FL,34134
6783,Apples,101 Kaula LN ,BONITA SPRINGS,FL,34134
6784,Apples,5245 Warren ST ,Apples,FL,34113
6785,Apples,14780 Windward LN ,Apples,FL,34114
6786,Apples,7415 Plumbago BGHT 201,Apples,FL,34109
6787,Apples,40 Seagate DR 101,Apples,FL,34103
6788,Apples,206 Hideaway CIR N ,MARCO ISLAND,FL,34145
6789,Apples,11111 Sea Tropic LN ,FORT MYERS,FL,33908
6790,Apples,6337 Cocos DR ,FORT MYERS,FL,33908
6791,Apples,3434 58th AVE NE ,Apples,FL,34120
6792,Apples,207 Topanga DR ,BONITA SPRINGS,FL,34134
6793,Apples,2190 Anchorage LN - D,Apples,FL,34104
6794,Apples,21730 Southern Hills DR 103,ESTERO,FL,33928
6795,Apples,6095 Pinnacle LN 1302,Apples,FL,34110
6796,Apples,1330 Bald Eagle DR 79,Apples,FL,34105
6797,Apples,17567 Brickstone LOOP ,FORT MYERS,FL,33967
6798,Apples,2350 W Crown Pointe BLVD 231,Apples,FL,34112
6799,Apples,480 Collier BLVD 814,MARCO ISLAND,FL,34145
6800,Apples,4556 Court WAY 17-A,Apples,FL,34109
6801,Apples,138 Pebble Shores DR 202,Apples,FL,34110
6802,Apples,23580 Wisteria Pointe DR 703,ESTERO,FL,34135
6803,Apples,1084 Winding Pines CIR 201,CAPE CORAL,FL,33909
6804,Apples,1440 COUNTY ROAD 13 S ,ST. AUGUSTINE,FL,32092
6805,Apples,2294 Poinciana ST ,Apples,FL,34105
6806,Apples,1060 Borghese LN 505,Apples,FL,34114
6807,Apples,4731 Bonita Bay BLVD W 1001,BONITA SPRINGS,FL,34134
6808,Apples,13219 White Marsh LN 106,FORT MYERS,FL,33912
6809,Apples,1085 Forest Lakes DR 8106,Apples,FL,34105
6810,Apples,26300 Devonshire CT 201,BONITA SPRINGS,FL,34134
6811,Apples,4720 Shinnecock Hills CT 101,Apples,FL,34112
6812,Apples,9388 Lake Abby LN ,BONITA SPRINGS,FL,34135
6813,Apples,28012 Bridgetown CT 4913,BONITA SPRINGS,FL,34135
6814,Apples,746 Eagle Creek DR 204,Apples,FL,34113
6815,Apples,5893 Cobblestone LN A105,Apples,FL,34112
6816,Apples,14585 SONOMA BLVD ,Apples,FL,34114
6817,Apples,4018 Crayton RD ,Apples,FL,34103
6818,Apples,745 Palm Point DR ,GOODLAND,FL,34140
6819,Apples,2700 Cypress Trace CIR 3129,Apples,FL,34119
6820,Apples,2670 Barrett AVE ,Apples,FL,34112
6821,Apples,785 Meadowland DR 35-2,Apples,FL,34108
6822,Apples,5450 Useppa DR ,AVE MARIA,FL,34142
6823,Apples,17440 Georgia RD ,FORT MYERS,FL,33967
6824,Apples,25260 Bay Cedar DR ,BONITA SPRINGS,FL,34134
6825,Apples,2851 Tiburon BLVD E 9-103,Apples,FL,34109
6826,Apples,81 Seagate DR 1501,Apples,FL,34103
6827,Apples,1020 Palm View DR C-105,Apples,FL,34110
6828,Apples,100 Forest Lakes BLVD 209,Apples,FL,34105
6829,Apples,801 Regency Reserve CIR 4304,Apples,FL,34119
6830,Apples,7814 Mulberry LN ,Apples,FL,34114
6831,Apples,28050 Dorado DR ,BONITA SPRINGS,FL,34135
6832,Apples,730 Southern Pines DR ,Apples,FL,34103
6833,Apples,4051 Gulf Shore BLVD N 705,Apples,FL,34103
6834,Apples,15110 Palmer Lake CIR 105,Apples,FL,34109
6835,Apples,7816 Gardner DR 203,Apples,FL,34109
6836,Apples,1718 Bald Eagle DR A,Apples,FL,34105
6837,Apples,6001 Pelican Bay BLVD 1006,Apples,FL,34108
6838,Apples,310 Imperial Wildern BLVD 310,Apples,FL,34114
6839,Apples,3861 Ken's WAY 506,BONITA SPRINGS,FL,34134
6840,Apples,3861 Ken's WAY 516,BONITA SPRINGS,FL,34134
6841,Apples,1625 Osprey AVE ,Apples,FL,34102
6842,Apples,850 Palm ST E2,MARCO ISLAND,FL,34145
6843,Apples,140 Seaview CT 506N,MARCO ISLAND,FL,34145
6844,Apples,5664 Highbourne DR ,Apples,FL,34113
6845,Apples,5378 Ferris AVE E ,AVE MARIA,FL,34142
6846,Apples,11796 Grand Belvedere WAY 103,FORT MYERS,FL,33913
6847,Apples,11792 Grand Belvedere WAY 203,FORT MYERS,FL,33913
6848,Apples,11788 Grand Belvedere WAY 201,FORT MYERS,FL,33913
6849,Apples,538 Avellino Isles CIR 9102,Apples,FL,34119
6850,Apples,16124 Camden Lakes CIR ,Apples,FL,34110
6851,Apples,12047 Hawthorn Lake DR 102,FORT MYERS,FL,33913
6852,Apples,11840 Arbor Trace DR ,FORT MYERS,FL,33913
6853,Apples,1095 Winding Pines CIR 201,CAPE CORAL,FL,33909
6854,Apples,14683 Topsail DR ,Apples,FL,34114
6855,Apples,1095 Winding Pines CIR 204,CAPE CORAL,FL,33909
6856,Apples,1095 Winding Pines CIR 206,CAPE CORAL,FL,33909
6857,Apples,3628 Kent DR ,Apples,FL,34112
6858,Apples,1247 Egrets Landing 202,Apples,FL,34108
6859,Apples,905 Augusta BLVD 905-6,Apples,FL,34113
6860,Apples,4430 5th AVE NW ,Apples,FL,34119
6861,Apples,2721 Callista CT 204,Apples,FL,34114
6862,Apples,5708 Deauville CIR J301,Apples,FL,34112
6863,Apples,14594 Regatta LN ,Apples,FL,34114
6864,Apples,12446 Kelly Sands WAY ,FORT MYERS,FL,33908
6865,Apples,7065 Dennis CIR F-205,Apples,FL,34104
6866,Apples,264 Bayview AVE ,Apples,FL,34108
6867,Apples,3695 Amberly CIR E103,Apples,FL,34112
6868,Apples,3387 Boca Ciega DR D-3,Apples,FL,34112
6869,Apples,193 Harrison RD 9-4,Apples,FL,34112
6870,Apples,14772 Windward LN ,Apples,FL,34114
6871,Apples,17556 Winding Wood LN ,PUNTA GORDA,FL,33982
6872,Apples,4068 Nova LN ,Apples,FL,34119
6873,Apples,14600 Old Hickory BLVD ,FORT MYERS,FL,33912
6874,Apples,25800 Hickory BLVD 406,BONITA SPRINGS,FL,34134
6875,Apples,4323 13th AVE SW ,Apples,FL,34116
6876,Apples,5550 Heron Point DR 1405,Apples,FL,34108
6877,Apples,220 Seaview CT 516,MARCO ISLAND,FL,34145
6878,Apples,8399 Ibis Cove CIR ,Apples,FL,34119
6879,Apples,445 Cove Tower DR 1201,Apples,FL,34110
6880,Apples,168 Channel DR ,Apples,FL,34108
6881,Apples,15103 Ligustrum LN ,ALVA,FL,33920
6882,Apples,850 Central AVE 309,Apples,FL,34102
6883,Apples,4570 Luminary AVE ,Apples,FL,34119
6884,Apples,23540 Via Veneto 2102,BONITA SPRINGS,FL,34134
6885,Apples,5080 Annunciation CIR 1204,AVE MARIA,FL,34142
6886,Apples,1947 8th ST S ,Apples,FL,34102
6887,Apples,8753 Madrid CIR ,Apples,FL,34104
6888,Apples,508 Devils LN ,Apples,FL,34103
6889,Apples,3524 Cherry Blossom CT 201,ESTERO,FL,33928
6890,Apples,103 Dominica LN ,BONITA SPRINGS,FL,34134
6891,Apples,14530 Red Fox Run 208,Apples,FL,34110
6892,Apples,508 Tigertail CT ,MARCO ISLAND,FL,34145
6893,Apples,4300 BRYNWOOD DR ,Apples,FL,34119
6894,Apples,3000 Royal Marco WAY 3-611,MARCO ISLAND,FL,34145
6895,Apples,9218 Estero River CIR ,ESTERO,FL,33928
6896,Apples,540 MYRTLE RD ,Apples,FL,34108
6897,Apples,2991 18th AVE NE ,Apples,FL,34120
6898,Apples,3622 18th AVE NE ,Apples,FL,34120
6899,Apples,18141 Everson Miles CIR ,NORTH FORT MYERS,FL,33917
6900,Apples,18121 Everson Miles CIR ,NORTH FORT MYERS,FL,33917
6901,Apples,100 Grassy Key LN 40,Apples,FL,34114
6902,Apples,4084 Northlight DR 1703,Apples,FL,34112
6903,Apples,469 Germain AVE ,Apples,FL,34108
6904,Apples,307 8th AVE S 13,Apples,FL,34102
6905,Apples,1084 Winding Pines CIR 203,CAPE CORAL,FL,33909
6906,Apples,6833 Wellington DR ,Apples,FL,34109
6907,Apples,1084 Winding Pines CIR 204,CAPE CORAL,FL,33909
6908,Apples,1102 Winding Pines CIR 201,CAPE CORAL,FL,33909
6909,Apples,890 Collier BLVD 705,MARCO ISLAND,FL,34145
6910,Apples,26721 Clarkston DR 108,BONITA SPRINGS,FL,34135
6911,Apples,9450 Highland Woods BLVD 6307,BONITA SPRINGS,FL,34135
6912,Apples,9350 Highland Woods BLVD 4403,BONITA SPRINGS,FL,34135
6913,Apples,7025 Dennis CIR G-207,Apples,FL,34104
6914,Apples,3410 3rd AVE NW ,Apples,FL,34120
6915,Apples,4720 ARBORETUM CIR 104,Apples,FL,34112
6916,Apples,6556 GOOD LIFE ST ,FORT MYERS,FL,33966
6917,Apples,6554 GOOD LIFE ST ,FORT MYERS,FL,33966
6918,Apples,28861 Cavell TER ,Apples,FL,34119
6919,Apples,3275 43rd AVE NE ,Apples,FL,34120
6920,Apples,1102 Winding Pines CIR 202,CAPE CORAL,FL,33909
6921,Apples,14475 Marsala WAY ,Apples,FL,34105
6922,Apples,9030 Las Maderas DR 201,BONITA SPRINGS,FL,34135
6923,Apples,3431 Baltic DR ,Apples,FL,34119
6924,Apples,3228 Sundance CIR ,Apples,FL,34109
6925,Apples,1804 Dogwood DR ,MARCO ISLAND,FL,34145
6926,Apples,1102 Winding Pines CIR 203,CAPE CORAL,FL,33909
6927,Apples,1102 Winding Pines CIR 204,CAPE CORAL,FL,33909
6928,Apples,1102 Winding Pines CIR 205,CAPE CORAL,FL,33909
6929,Apples,1102 Winding Pines CIR 206,CAPE CORAL,FL,33909
6930,Apples,1102 Winding Pines CIR 207,CAPE CORAL,FL,33909
6931,Apples,1533 Serrano CIR ,Apples,FL,34105
6932,Apples,223 Silverado DR ,Apples,FL,34119
6933,Apples,11477 Tanager CT ,Apples,FL,34119
6934,Apples,4770 Alberton CT 2602,Apples,FL,34105
6935,Apples,5792 Deauville CIR A307,Apples,FL,34112
6936,Apples,58 Willoughby DR ,Apples,FL,34110
6937,Apples,755 Cape Haze WAY ,Apples,FL,34104
6938,Apples,440 Fox Haven DR 2101,Apples,FL,34104
6939,Apples,2452 50th AVE NE ,Apples,FL,34120
6940,Apples,18137 Everson Miles CIR ,NORTH FORT MYERS,FL,33917
6941,Apples,18125 Everson Miles CIR ,NORTH FORT MYERS,FL,33917
6942,Apples,18117 Everson Miles CIR ,NORTH FORT MYERS,FL,33917
6943,Apples,143 Peach CT ,MARCO ISLAND,FL,34145
6944,Apples,8500 Mallards PT ,Apples,FL,34114
6945,Apples,110 Bobolink WAY 10A,Apples,FL,34105
6946,Apples,5666 Sago CT ,Apples,FL,34119
6947,Apples,14611 Edgewater CIR ,Apples,FL,34114
6948,Apples,115 Cheetah DR 115,Apples,FL,34114
6949,Apples,7472 Treeline DR ,Apples,FL,34119
6950,Apples,4240 Lake Forest DR 413,BONITA SPRINGS,FL,34134
6951,Apples,18 Enchanting BLVD E-18,Apples,FL,34112
6952,Apples,1355 4th ST S ,Apples,FL,34102
6953,Apples,7905 Preserve CIR 135,Apples,FL,34119
6954,Apples,84 Glades BLVD 4,Apples,FL,34112
6955,Apples,4450 Botanical Place CIR 206,Apples,FL,34112
6956,Apples,3000 Gulf Shore BLVD N 213,Apples,FL,34103
6957,Apples,348 24th PL ,CAPE CORAL,FL,33991
6958,Apples,106 8th TER ,CAPE CORAL,FL,33993
6959,Apples,10352 Silver Pond LN ,LEHIGH ACRES,FL,33936
6960,Apples,3300 Green Dolphin LN ,Apples,FL,34102
6961,Apples,19590 Galleon Point DR ,LEHIGH ACRES,FL,33936
6962,Apples,840 Collier BLVD 402,MARCO ISLAND,FL,34145
6963,Apples,1773 Ivy Pointe CT ,Apples,FL,34109
6964,Apples,326 Fox Den CIR ,Apples,FL,34104
6965,Apples,1501 Bluefin CT ,Apples,FL,34102
6966,Apples,4007 Aspen Chase DR ,Apples,FL,34119
6967,Apples,9426 Benvenuto CT 202,Apples,FL,34119
6968,Apples,551 Beachwalk CIR 72,Apples,FL,34108
6969,Apples,1874 Morning Sun LN 29,Apples,FL,34119
6970,Apples,732 Broad CT N ,Apples,FL,34102
6971,Apples,5767 Deauville CIR D202,Apples,FL,34112
6972,Apples,2987 Amblewind DR ,FORT MYERS,fl,33905
6973,Apples,851 Gulf Pavilion DR 102,Apples,FL,34108
6974,Apples,2091 Hickeys Creekside DR ,ALVA,FL,33920
6975,Apples,2121 Hickeys Creekside DR ,ALVA,FL,33920
6976,Apples,4000 Gulf Shore BLVD N 3000,Apples,FL,34103
6977,Apples,3211 Lancaster DR 4,Apples,FL,34105
6978,Apples,8171 Bay Colony DR 502,Apples,FL,34108
6979,Apples,10501 Crossback LN ,LEHIGH ACRES,FL,33936
6980,Apples,20018 Fiddlewood AVE ,NORTH FORT MYERS,FL,33917
6981,Apples,3505 County Barn RD 103,Apples,FL,34112
6982,Apples,23640 Walden Center DR 105,ESTERO,FL,34134
6983,Apples,6446 Birchwood CT ,Apples,FL,34109
6984,Apples,480 Collier BLVD 804,MARCO ISLAND,FL,34145
6985,Apples,6189 Megans Bay DR ,Apples,FL,34113
6986,Apples,14919 Blue Bay CIR ,FORT MYERS,FL,33913
6987,Apples,682 97th AVE N ,Apples,FL,34108
6988,Apples,6221 Union Island WAY ,Apples,FL,34113
6989,Apples,8440 Indian Wells WAY ,Apples,FL,34113
6990,Apples,3730 28th AVE SE ,Apples,FL,34117
6991,Apples,4180 Looking Glass LN 4102,Apples,FL,34112
6992,Apples,2891 Desoto BLVD S ,Apples,FL,34117
6993,Apples,140 Seaview CT 203S,MARCO ISLAND,FL,34145
6994,Apples,14534 Kelson CIR ,Apples,FL,34114
6995,Apples,6905 Bent Grass DR ,Apples,FL,34113
6996,Apples,436 Corbel DR ,Apples,FL,34110
6997,Apples,15100 Yellow Wood DR ,ALVA,FL,33920
6998,Apples,1622 Songbird CT ,Apples,FL,34120
6999,Apples,6193 Megans Bay DR ,Apples,FL,34113
7000,Apples,3130 Seasons WAY 407,ESTERO,FL,33928
7001,Apples,1930 Par DR ,Apples,FL,34120
7002,Apples,2245 Harmony LN 7-203,Apples,FL,34109
7003,Apples,27150 Flamingo DR ,BONITA SPRINGS,FL,34135
7004,Apples,2150 Gulf Shore BLVD N 309,Apples,FL,34102
7005,Apples,8033 Gopher Tortoise TRL ,LEHIGH ACRES,FL,33972
7006,Apples,2488 Breakwater WAY 13-102,Apples,FL,34112
7007,Apples,2480 Breakwater WAY 12-201,Apples,FL,34112
7008,Apples,624 104th AVE N ,Apples,FL,34108
7009,Apples,96 Kirkwood ST ,MARCO ISLAND,FL,34145
7010,Apples,2347 Harbor RD ,Apples,FL,34104
7011,Apples,451 Bayfront PL 5301,Apples,FL,34102
7012,Apples,8821 Spinner Cove LN ,Apples,FL,34120
7013,Apples,25170 Goldcrest DR 911,BONITA SPRINGS,FL,34134
7014,Apples,9491 Napoli LN 201,Apples,FL,34113
7015,Apples,6075 Pelican Bay BLVD 102,Apples,FL,34108
7016,Apples,910 Vanderbilt Beach RD 123W,Apples,FL,34108
7017,Apples,10939 Fieldfair DR ,Apples,FL,34119
7018,Apples,942 Barfield DR ,MARCO ISLAND,FL,34145
7019,Apples,782 Eagle Creek DR 102,Apples,FL,34113
7020,Apples,9037 Alturas ST 3704,Apples,FL,34113
7021,Apples,196 Eugenia DR ,Apples,FL,34108
7022,Apples,448 16th ST NE ,Apples,FL,34120
7023,Apples,2872 30th AVE SE ,Apples,FL,34117
7024,Apples,12610 Hunters Ridge DR ,BONITA SPRINGS,FL,34135
7025,Apples,1057 Forest Lakes DR 1303,Apples,FL,34105
7026,Apples,320 24th PL ,CAPE CORAL,FL,33991
7027,Apples,773 18th AVE S ,Apples,FL,34102
7028,Apples,6130 Megans Bay DR ,Apples,FL,34113
7029,Apples,6138 Megans Bay DR ,Apples,FL,34113
7030,Apples,3303 22ND ST W ,LEHIGH ACRES,FL,33971
7031,Apples,3812 6TH ST SW ,LEHIGH ACRES,FL,33971
7032,Apples,5451 Rattlesnake Hammock RD 302D,Apples,FL,34113
7033,Apples,2935 12 th AVE NE ,Apples,FL,34120
7034,Apples,12 Hackney LN A-23,Apples,FL,34112
7035,Apples,6110 Megans Bay DR ,Apples,FL,34113
7036,Apples,102 5th PL ,CAPE CORAL,FL,33909
7037,Apples,9767 Glen Heron DR ,BONITA SPRINGS,FL,34135
7038,Apples,4125 Cortland WAY ,Apples,FL,34119
7039,Apples,1666 Serrano CIR ,Apples,FL,34105
7040,Apples,1711 29th TER ,CAPE CORAL,FL,33993
7041,Apples,314 30th ST ,CAPE CORAL,FL,33909
7042,Apples,2624 7th AVE ,CAPE CORAL,FL,33909
7043,Apples,7068 Verde WAY ,Apples,FL,34108
7044,Apples,3279 Miyagi LN ,Apples,FL,34114
7045,Apples,1517 Kenridge PL ,Apples,FL,34104
7046,Apples,6001 Pelican Bay BLVD 503,Apples,FL,34108
7047,Apples,24895 Bay Cedar DR ,BONITA SPRINGS,FL,34134
7048,Apples,4130 Bayhead DR 102,BONITA SPRINGS,FL,34134
7049,Apples,6443 Legacy CIR SW 1101,Apples,FL,34113
7050,Apples,25900 Hickory BLVD 806,BONITA SPRINGS,FL,34134
7051,Apples,21450 Strada Nuova CIR 305,ESTERO,FL,33928
7052,Apples,1315 Noble Heron WAY ,Apples,FL,34105
7053,Apples,8342 Ibis Cove CIR B-245,Apples,FL,34119
7054,Apples,864 Tanbark DR 203,Apples,FL,34108
7055,Apples,6389 Lyford Isle DR ,Apples,FL,34113
7056,Apples,3000 Oasis Grand BLVD 2305,FORT MYERS,FL,33916
7057,Apples,2870 Castillo CT 102,Apples,FL,34109
7058,Apples,5311 Summerlin RD 1106,FORT MYERS,FL,33919
7059,Apples,611 Palm AVE J-39,GOODLAND,FL,34140
7060,Apples,28012 Cavendish CT 5004,BONITA SPRINGS,FL,34135
7061,Apples,480 Wedge DR ,Apples,FL,34103
7062,Apples,4048 Cherrybrook LOOP ,FORT MYERS,FL,33966
7063,Apples,317 Sunrise Cay 1-201,Apples,FL,34114
7064,Apples,1320 Dove Tree ST ,Apples,FL,34117
7065,Apples,2380 Bayou LN 10,Apples,FL,34112
7066,Apples,7178 Dominica DR ,Apples,FL,34113
7067,Apples,3880 Rum Row ,Apples,FL,34102
7068,Apples,9566 Gulf Shore DR 201,Apples,FL,34108
7069,Apples,2738 Tiburon BLVD E B-305,Apples,FL,34109
7070,Apples,6181 Megans Bay DR ,Apples,FL,34113
7071,Apples,6755 Huntington Lakes CIR 202,Apples,FL,34119
7072,Apples,6185 Megans Bay DR ,Apples,FL,34113
7073,Apples,610 111th AVE N ,Apples,FL,34108
7074,Apples,28533 Sicily LOOP ,BONITA SPRINGS,FL,34135
7075,Apples,9378 Pocida CT 19-203,Apples,FL,34119
7076,Apples,3185 Aviamar CIR 102,Apples,FL,34114
7077,Apples,279 Marquesas CT ,MARCO ISLAND,FL,34145
7078,Apples,9653 Montelanico LOOP 28-201,Apples,FL,34119
7079,Apples,9650 Montelanico LOOP 28-204,Apples,FL,34119
7080,Apples,505 5th AVE S 203,Apples,FL,34102
7081,Apples,6262 Union Island WAY ,Apples,FL,34114
7082,Apples,608 16th AVE S ,Apples,FL,34102
7083,Apples,6052 Plana Cays DR ,Apples,FL,34113
7084,Apples,2841 CAPISTRANO WAY ,Apples,FL,34105
7085,Apples,79 Emerald Woods DR J7,Apples,FL,34108
7086,Apples,2638 Trillium WAY ,Apples,FL,34105
7087,Apples,103 Wilderness DR A-101,Apples,FL,34105
7088,Apples,28545 Sicily LOOP ,BONITA SPRINGS,FL,34135
7089,Apples,335 Seabreeze DR ,MARCO ISLAND,FL,34145
7090,Apples,103 Clubhouse DR 153,Apples,FL,34105
